customer_id,pre_orders,crisis_orders,total_spend,segment
CUST000339,2,0,663.71,Lapsed Loyalist
CUST000345,1,0,281.01,One-Timer
CUST000348,1,0,322.35,One-Timer
CUST000350,1,0,298.74,One-Timer
CUST000353,2,0,798.9100000000001,Lapsed Loyalist
CUST000354,1,0,258.32,One-Timer
CUST000356,1,0,476.72,One-Timer
CUST000361,1,0,453.65,One-Timer
CUST000363,1,0,490.02,One-Timer
CUST000364,1,0,301.7,One-Timer
CUST000365,2,1,1277.5,Other Active
CUST000366,2,0,701.9100000000001,Lapsed Loyalist
CUST000371,2,0,694.04,Lapsed Loyalist
CUST000377,1,0,396.52,One-Timer
CUST000386,1,0,218.76,One-Timer
CUST000388,2,0,870.22,Lapsed Loyalist
CUST000391,1,0,261.99,One-Timer
CUST000394,2,0,1082.22,Lapsed Loyalist
CUST000395,2,0,739.8199999999999,Lapsed Loyalist
CUST000397,2,0,532.48,Lapsed Loyalist
CUST000398,1,0,235.87,One-Timer
CUST000399,1,0,797.15,One-Timer
CUST000400,1,0,297.56,One-Timer
CUST000401,1,0,223.82,One-Timer
CUST000402,1,0,577.47,One-Timer
CUST000404,1,0,190.79,One-Timer
CUST000407,2,0,446.79999999999995,Lapsed Loyalist
CUST000408,1,0,355.73,One-Timer
CUST000409,2,0,577.3599999999999,Lapsed Loyalist
CUST000413,1,0,449.94,One-Timer
CUST000414,1,1,827.7,Other Active
CUST000418,2,2,1070.17,Retained Loyalist
CUST000419,3,0,802.53,Lapsed Loyalist
CUST000420,1,0,411.06,One-Timer
CUST000421,1,1,867.08,Other Active
CUST000423,1,0,554.55,One-Timer
CUST000424,1,0,385.59,One-Timer
CUST000425,2,1,869.6,Other Active
CUST000427,1,0,222.97,One-Timer
CUST000428,2,0,783.28,Lapsed Loyalist
CUST000430,1,0,298.63,One-Timer
CUST000433,1,0,288.32,One-Timer
CUST000434,1,0,212.71,One-Timer
CUST000435,1,0,346.86,One-Timer
CUST000442,1,0,478.92,One-Timer
CUST000443,2,0,987.0699999999999,Lapsed Loyalist
CUST000445,1,0,495.37,One-Timer
CUST000448,1,0,413.85,One-Timer
CUST000451,1,0,218.84,One-Timer
CUST000452,3,0,1024.31,Lapsed Loyalist
CUST000453,2,0,686.3499999999999,Lapsed Loyalist
CUST000454,1,0,301.81,One-Timer
CUST000455,1,0,397.4,One-Timer
CUST000461,1,1,433.27,Other Active
CUST000462,1,0,288.33,One-Timer
CUST000464,1,0,527.13,One-Timer
CUST000465,1,0,357.44,One-Timer
CUST000466,1,0,292.08,One-Timer
CUST000468,1,1,575.4300000000001,Other Active
CUST000469,1,0,541.77,One-Timer
CUST000470,1,0,407.77,One-Timer
CUST000475,1,1,597.9,Other Active
CUST000479,2,0,593.4300000000001,Lapsed Loyalist
CUST000480,1,0,294.48,One-Timer
CUST000482,1,0,516.07,One-Timer
CUST000488,2,1,881.69,Other Active
CUST000492,1,1,1185.99,Other Active
CUST000495,1,0,369.84,One-Timer
CUST000499,1,0,315.65,One-Timer
CUST000501,1,0,251.78,One-Timer
CUST000502,2,0,807.5999999999999,Lapsed Loyalist
CUST000504,1,0,207.58,One-Timer
CUST000505,1,0,425.32,One-Timer
CUST000507,1,0,228.47,One-Timer
CUST000509,1,0,251.89,One-Timer
CUST000510,2,0,514.88,Lapsed Loyalist
CUST000517,1,0,332.89,One-Timer
CUST000519,1,0,246.63,One-Timer
CUST000520,1,0,356.3,One-Timer
CUST000521,1,0,223.41,One-Timer
CUST000522,2,0,773.22,Lapsed Loyalist
CUST000523,2,1,811.96,Other Active
CUST000524,1,0,231.87,One-Timer
CUST000525,1,0,263.37,One-Timer
CUST000526,1,0,460.43,One-Timer
CUST000531,1,0,272.69,One-Timer
CUST000536,1,1,774.41,Other Active
CUST000538,1,0,700.97,One-Timer
CUST000539,2,0,674.1700000000001,Lapsed Loyalist
CUST000540,1,0,388.29,One-Timer
CUST000542,1,0,483.56,One-Timer
CUST000545,2,0,727.51,Lapsed Loyalist
CUST000547,2,0,393.85,Lapsed Loyalist
CUST000549,1,0,326.46,One-Timer
CUST000558,1,0,243.66,One-Timer
CUST000559,1,0,459.05,One-Timer
CUST000561,1,0,372.17,One-Timer
CUST000563,1,0,430.9,One-Timer
CUST000564,1,0,349.26,One-Timer
CUST000565,1,0,195.99,One-Timer
CUST000566,1,0,245.29,One-Timer
CUST000567,1,0,295.54,One-Timer
CUST000570,2,0,593.38,Lapsed Loyalist
CUST000574,1,0,315.21,One-Timer
CUST000575,1,0,268.99,One-Timer
CUST000577,1,0,565.93,One-Timer
CUST000578,1,0,351.6,One-Timer
CUST000579,1,0,231.67,One-Timer
CUST000581,1,1,632.38,Other Active
CUST000584,1,0,371.31,One-Timer
CUST000585,1,0,480.04,One-Timer
CUST000586,3,0,1097.42,Lapsed Loyalist
CUST000587,1,1,449.19,Other Active
CUST000589,1,0,292.74,One-Timer
CUST000590,1,0,201.29,One-Timer
CUST000593,1,0,515.77,One-Timer
CUST000596,1,0,236.42,One-Timer
CUST000598,1,1,887.14,Other Active
CUST000600,1,0,278.62,One-Timer
CUST000603,1,0,240.6,One-Timer
CUST000604,1,0,310.67,One-Timer
CUST000606,2,0,476.08,Lapsed Loyalist
CUST000609,1,1,608.74,Other Active
CUST000610,1,0,316.63,One-Timer
CUST000611,1,0,358.56,One-Timer
CUST000612,1,0,226.06,One-Timer
CUST000613,1,0,201.05,One-Timer
CUST000615,1,0,439.21,One-Timer
CUST000620,1,1,614.49,Other Active
CUST000622,1,0,347.59,One-Timer
CUST000623,1,0,200.41,One-Timer
CUST000626,1,0,436.8,One-Timer
CUST000630,1,0,290.84,One-Timer
CUST000631,1,1,658.2,Other Active
CUST000637,1,0,299.12,One-Timer
CUST000638,2,0,890.3,Lapsed Loyalist
CUST000641,2,0,815.42,Lapsed Loyalist
CUST000644,2,0,375.74,Lapsed Loyalist
CUST000645,1,0,670.92,One-Timer
CUST000648,2,1,1312.79,Other Active
CUST000652,1,1,802.26,Other Active
CUST000655,2,0,589.9100000000001,Lapsed Loyalist
CUST000656,1,0,235.51,One-Timer
CUST000658,2,0,825.88,Lapsed Loyalist
CUST000660,1,0,401.07,One-Timer
CUST000665,1,0,261.44,One-Timer
CUST000666,1,0,383.26,One-Timer
CUST000667,1,1,742.0699999999999,Other Active
CUST000670,1,0,437.4,One-Timer
CUST000672,1,0,205.75,One-Timer
CUST000674,1,0,359.73,One-Timer
CUST000675,1,0,155.73,One-Timer
CUST000678,2,0,908.51,Lapsed Loyalist
CUST000682,1,0,430.81,One-Timer
CUST000685,1,0,371.34,One-Timer
CUST000686,1,0,261.73,One-Timer
CUST000695,1,0,365.69,One-Timer
CUST000698,2,1,1145.4,Other Active
CUST000699,1,0,529.59,One-Timer
CUST000703,1,0,409.27,One-Timer
CUST000704,2,0,517.54,Lapsed Loyalist
CUST000705,1,1,518.04,Other Active
CUST000706,2,0,899.77,Lapsed Loyalist
CUST000710,1,0,404.71,One-Timer
CUST000712,1,0,296.93,One-Timer
CUST000715,1,0,286.93,One-Timer
CUST000716,1,0,447.63,One-Timer
CUST000718,1,0,252.03,One-Timer
CUST000719,1,0,240.16,One-Timer
CUST000720,2,2,1518.87,Retained Loyalist
CUST000724,2,0,757.87,Lapsed Loyalist
CUST000727,2,0,429.17,Lapsed Loyalist
CUST000729,2,0,777.6700000000001,Lapsed Loyalist
CUST000733,1,0,444.82,One-Timer
CUST000739,1,0,368.88,One-Timer
CUST000741,1,0,250.49,One-Timer
CUST000742,1,0,319.98,One-Timer
CUST000743,1,0,392.96,One-Timer
CUST000744,1,0,207.49,One-Timer
CUST000745,1,0,377.1,One-Timer
CUST000747,1,1,675.1,Other Active
CUST000748,2,0,397.85,Lapsed Loyalist
CUST000749,1,0,402.95,One-Timer
CUST000750,1,1,615.9200000000001,Other Active
CUST000753,1,0,365.97,One-Timer
CUST000754,1,0,243.33,One-Timer
CUST000762,1,0,265.28,One-Timer
CUST000763,1,0,348.37,One-Timer
CUST000767,1,0,429.79,One-Timer
CUST000771,1,0,287.01,One-Timer
CUST000772,1,0,256.46,One-Timer
CUST000774,1,0,397.14,One-Timer
CUST000777,1,0,174.07,One-Timer
CUST000778,1,0,324.13,One-Timer
CUST000780,1,0,346.32,One-Timer
CUST000783,1,1,970.73,Other Active
CUST000788,2,0,362.75,Lapsed Loyalist
CUST000789,2,0,959.6600000000001,Lapsed Loyalist
CUST000791,1,0,365.92,One-Timer
CUST000792,1,0,214.41,One-Timer
CUST000794,1,0,297.61,One-Timer
CUST000795,3,0,1108.85,Lapsed Loyalist
CUST000797,2,0,633.55,Lapsed Loyalist
CUST000799,1,1,555.12,Other Active
CUST000802,1,1,668.26,Other Active
CUST000809,1,0,297.81,One-Timer
CUST000812,1,0,439.74,One-Timer
CUST000814,1,1,570.0699999999999,Other Active
CUST000816,3,0,1170.18,Lapsed Loyalist
CUST000817,1,0,317.18,One-Timer
CUST000820,1,0,481.1,One-Timer
CUST000826,2,1,775.1,Other Active
CUST000830,2,0,608.2,Lapsed Loyalist
CUST000835,1,0,229.08,One-Timer
CUST000837,1,0,434.37,One-Timer
CUST000842,1,0,546.68,One-Timer
CUST000844,1,0,267.05,One-Timer
CUST000847,1,0,172.66,One-Timer
CUST000850,2,0,949.5799999999999,Lapsed Loyalist
CUST000852,1,0,368.45,One-Timer
CUST000856,1,0,224.67,One-Timer
CUST000862,1,0,300.58,One-Timer
CUST000864,1,0,604.9,One-Timer
CUST000865,1,0,436.66,One-Timer
CUST000866,1,1,455.92999999999995,Other Active
CUST000867,3,0,819.0500000000001,Lapsed Loyalist
CUST000870,1,0,432.82,One-Timer
CUST000871,1,0,273.74,One-Timer
CUST000872,1,0,189.79,One-Timer
CUST000874,1,0,260.51,One-Timer
CUST000879,2,0,840.78,Lapsed Loyalist
CUST000880,1,0,380.5,One-Timer
CUST000884,2,0,575.3199999999999,Lapsed Loyalist
CUST000892,2,0,586.5,Lapsed Loyalist
CUST000894,1,0,267.9,One-Timer
CUST000897,1,0,218.68,One-Timer
CUST000901,2,0,711.13,Lapsed Loyalist
CUST000905,2,0,636.47,Lapsed Loyalist
CUST000906,3,0,879.62,Lapsed Loyalist
CUST000907,1,0,171.49,One-Timer
CUST000908,1,0,434.83,One-Timer
CUST000909,1,0,147.01,One-Timer
CUST000911,2,0,745.44,Lapsed Loyalist
CUST000912,2,0,637.78,Lapsed Loyalist
CUST000915,1,0,369.93,One-Timer
CUST000917,2,1,810.28,Other Active
CUST000920,1,0,298.76,One-Timer
CUST000921,2,0,702.83,Lapsed Loyalist
CUST000922,4,1,1809.08,Other Active
CUST000923,1,0,205.26,One-Timer
CUST000924,1,1,579.4,Other Active
CUST000926,1,0,347.28,One-Timer
CUST000927,2,0,947.38,Lapsed Loyalist
CUST000929,1,0,411.73,One-Timer
CUST000930,3,1,1365.4099999999999,Other Active
CUST000931,2,0,934.77,Lapsed Loyalist
CUST000935,2,0,886.1800000000001,Lapsed Loyalist
CUST000936,1,0,357.04,One-Timer
CUST000937,1,0,304.9,One-Timer
CUST000946,1,0,601.21,One-Timer
CUST000949,1,0,189.55,One-Timer
CUST000950,1,0,173.62,One-Timer
CUST000951,1,0,290.92,One-Timer
CUST000953,2,1,1088.83,Other Active
CUST000954,1,0,343.13,One-Timer
CUST000958,2,0,314.28,Lapsed Loyalist
CUST000961,1,0,465.03,One-Timer
CUST000962,1,0,643.16,One-Timer
CUST000963,1,0,646.85,One-Timer
CUST000964,1,0,269.5,One-Timer
CUST000967,1,0,210.34,One-Timer
CUST000974,1,0,787.45,One-Timer
CUST000975,1,0,239.6,One-Timer
CUST000980,1,1,619.11,Other Active
CUST000984,2,1,1112.19,Other Active
CUST000986,3,0,1003.25,Lapsed Loyalist
CUST000990,1,0,307.48,One-Timer
CUST000991,2,0,661.31,Lapsed Loyalist
CUST000992,1,0,372.64,One-Timer
CUST000993,1,0,436.61,One-Timer
CUST000994,1,0,395.56,One-Timer
CUST000998,1,0,200.58,One-Timer
CUST001000,1,0,293.31,One-Timer
CUST001005,1,1,946.29,Other Active
CUST001006,1,0,290.76,One-Timer
CUST001015,1,0,255.1,One-Timer
CUST001016,1,0,223.37,One-Timer
CUST001017,1,0,227.2,One-Timer
CUST001019,2,0,845.47,Lapsed Loyalist
CUST001020,1,0,336.92,One-Timer
CUST001021,1,0,442.46,One-Timer
CUST001024,1,0,678.8,One-Timer
CUST001026,1,0,438.93,One-Timer
CUST001029,2,0,901.34,Lapsed Loyalist
CUST001035,1,0,425.28,One-Timer
CUST001039,1,0,460.69,One-Timer
CUST001046,1,0,273.69,One-Timer
CUST001047,1,1,668.95,Other Active
CUST001048,1,0,347.58,One-Timer
CUST001049,1,0,253.46,One-Timer
CUST001051,1,0,599.29,One-Timer
CUST001058,2,0,543.74,Lapsed Loyalist
CUST001061,1,0,455.46,One-Timer
CUST001063,1,0,257.27,One-Timer
CUST001067,1,0,343.17,One-Timer
CUST001086,1,0,250.53,One-Timer
CUST001089,1,1,784.25,Other Active
CUST001094,1,1,602.66,Other Active
CUST001099,2,0,645.4100000000001,Lapsed Loyalist
CUST001100,1,0,379.44,One-Timer
CUST001107,2,0,603.75,Lapsed Loyalist
CUST001109,1,0,263.86,One-Timer
CUST001110,2,0,626.11,Lapsed Loyalist
CUST001113,1,0,429.11,One-Timer
CUST001114,2,0,733.9200000000001,Lapsed Loyalist
CUST001115,3,0,961.05,Lapsed Loyalist
CUST001118,1,0,279.59,One-Timer
CUST001120,1,1,540.2,Other Active
CUST001122,4,1,2049.1499999999996,Other Active
CUST001124,1,0,171.31,One-Timer
CUST001126,1,0,655.37,One-Timer
CUST001127,1,0,260.92,One-Timer
CUST001128,1,0,240.93,One-Timer
CUST001130,2,0,406.73,Lapsed Loyalist
CUST001132,1,0,247.55,One-Timer
CUST001135,1,0,383.64,One-Timer
CUST001136,2,0,1142.07,Lapsed Loyalist
CUST001141,2,0,681.0799999999999,Lapsed Loyalist
CUST001147,1,0,684.56,One-Timer
CUST001154,1,1,1141.53,Other Active
CUST001155,1,0,410.18,One-Timer
CUST001163,2,0,764.88,Lapsed Loyalist
CUST001164,1,0,268.87,One-Timer
CUST001166,2,0,568.46,Lapsed Loyalist
CUST001167,2,0,762.72,Lapsed Loyalist
CUST001168,1,0,516.01,One-Timer
CUST001173,1,1,574.51,Other Active
CUST001178,1,0,445.87,One-Timer
CUST001179,1,0,602.31,One-Timer
CUST001182,2,0,546.11,Lapsed Loyalist
CUST001183,1,0,511.95,One-Timer
CUST001185,1,0,560.61,One-Timer
CUST001187,1,0,332.67,One-Timer
CUST001195,1,0,331.78,One-Timer
CUST001199,2,0,731.06,Lapsed Loyalist
CUST001202,1,0,379.99,One-Timer
CUST001205,1,0,376.21,One-Timer
CUST001206,1,0,546.22,One-Timer
CUST001208,2,0,736.3199999999999,Lapsed Loyalist
CUST001210,1,1,683.06,Other Active
CUST001211,1,0,340.22,One-Timer
CUST001213,1,0,234.88,One-Timer
CUST001214,2,0,587.34,Lapsed Loyalist
CUST001221,1,1,664.11,Other Active
CUST001225,2,0,611.6600000000001,Lapsed Loyalist
CUST001227,1,0,377.11,One-Timer
CUST001228,1,0,284.92,One-Timer
CUST001231,1,0,412.63,One-Timer
CUST001235,1,0,183.26,One-Timer
CUST001243,1,0,298.96,One-Timer
CUST001244,1,0,184.37,One-Timer
CUST001245,1,0,193.46,One-Timer
CUST001246,1,0,231.47,One-Timer
CUST001250,1,0,397.08,One-Timer
CUST001251,2,0,894.9300000000001,Lapsed Loyalist
CUST001255,1,0,343.61,One-Timer
CUST001256,1,0,500.21,One-Timer
CUST001258,1,0,329.19,One-Timer
CUST001262,1,0,286.58,One-Timer
CUST001266,1,0,319.7,One-Timer
CUST001267,1,0,331.22,One-Timer
CUST001269,1,0,157.68,One-Timer
CUST001270,1,0,308.46,One-Timer
CUST001271,1,0,165.22,One-Timer
CUST001275,1,1,481.47999999999996,Other Active
CUST001279,1,0,729.06,One-Timer
CUST001284,1,0,190.28,One-Timer
CUST001287,2,0,699.0899999999999,Lapsed Loyalist
CUST001291,2,0,703.28,Lapsed Loyalist
CUST001292,1,0,475.36,One-Timer
CUST001299,1,0,325.35,One-Timer
CUST001301,1,1,1098.45,Other Active
CUST001302,1,0,430.19,One-Timer
CUST001303,1,0,534.0,One-Timer
CUST001305,2,1,844.17,Other Active
CUST001307,3,1,1070.83,Other Active
CUST001308,1,0,489.1,One-Timer
CUST001310,1,0,355.79,One-Timer
CUST001311,2,0,648.03,Lapsed Loyalist
CUST001312,1,1,755.3199999999999,Other Active
CUST001316,1,0,487.18,One-Timer
CUST001319,1,0,256.82,One-Timer
CUST001327,1,0,381.38,One-Timer
CUST001329,1,1,986.93,Other Active
CUST001333,1,1,478.89,Other Active
CUST001334,1,0,424.32,One-Timer
CUST001335,1,0,298.97,One-Timer
CUST001339,1,0,286.41,One-Timer
CUST001340,1,0,671.7,One-Timer
CUST001341,2,0,471.21,Lapsed Loyalist
CUST001344,1,0,325.09,One-Timer
CUST001346,1,0,459.76,One-Timer
CUST001353,1,0,557.66,One-Timer
CUST001354,1,0,504.23,One-Timer
CUST001355,2,0,940.5899999999999,Lapsed Loyalist
CUST001356,1,0,397.96,One-Timer
CUST001359,1,0,363.07,One-Timer
CUST001360,1,0,272.92,One-Timer
CUST001362,2,0,541.36,Lapsed Loyalist
CUST001363,2,0,931.1800000000001,Lapsed Loyalist
CUST001364,1,1,880.98,Other Active
CUST001369,1,0,326.39,One-Timer
CUST001372,1,0,275.62,One-Timer
CUST001373,1,1,496.06999999999994,Other Active
CUST001378,1,1,1113.81,Other Active
CUST001379,3,0,1098.03,Lapsed Loyalist
CUST001383,1,2,648.21,Other Active
CUST001388,2,2,1355.1200000000001,Retained Loyalist
CUST001389,2,0,956.19,Lapsed Loyalist
CUST001395,1,0,317.35,One-Timer
CUST001397,1,0,392.25,One-Timer
CUST001400,1,0,383.86,One-Timer
CUST001401,1,1,568.69,Other Active
CUST001402,1,0,405.79,One-Timer
CUST001403,1,0,393.03,One-Timer
CUST001404,1,0,307.62,One-Timer
CUST001406,2,1,1138.85,Other Active
CUST001409,1,0,226.8,One-Timer
CUST001410,1,0,353.26,One-Timer
CUST001411,1,0,325.37,One-Timer
CUST001416,1,0,464.98,One-Timer
CUST001417,2,0,567.14,Lapsed Loyalist
CUST001418,1,0,547.66,One-Timer
CUST001419,1,0,295.77,One-Timer
CUST001421,2,0,525.99,Lapsed Loyalist
CUST001422,2,1,1094.74,Other Active
CUST001423,1,0,332.63,One-Timer
CUST001429,1,0,409.04,One-Timer
CUST001430,1,0,301.39,One-Timer
CUST001431,1,0,445.19,One-Timer
CUST001436,1,0,394.38,One-Timer
CUST001439,1,0,469.71,One-Timer
CUST001441,1,0,265.19,One-Timer
CUST001452,3,0,1074.3899999999999,Lapsed Loyalist
CUST001455,1,0,490.55,One-Timer
CUST001456,1,0,298.84,One-Timer
CUST001458,1,0,577.0,One-Timer
CUST001460,1,0,304.1,One-Timer
CUST001462,1,0,204.04,One-Timer
CUST001463,1,0,233.26,One-Timer
CUST001464,1,0,188.57,One-Timer
CUST001465,2,1,1287.68,Other Active
CUST001466,1,1,654.43,Other Active
CUST001470,3,0,771.79,Lapsed Loyalist
CUST001471,1,1,731.95,Other Active
CUST001473,1,0,389.68,One-Timer
CUST001474,1,0,421.04,One-Timer
CUST001476,2,0,691.65,Lapsed Loyalist
CUST001477,1,0,272.0,One-Timer
CUST001478,1,0,357.68,One-Timer
CUST001479,1,0,255.76,One-Timer
CUST001483,1,1,1141.83,Other Active
CUST001489,1,0,266.49,One-Timer
CUST001493,2,0,579.05,Lapsed Loyalist
CUST001495,3,0,977.61,Lapsed Loyalist
CUST001506,1,0,455.52,One-Timer
CUST001507,2,1,1001.67,Other Active
CUST001511,1,0,400.49,One-Timer
CUST001515,2,0,753.24,Lapsed Loyalist
CUST001516,2,0,616.26,Lapsed Loyalist
CUST001517,2,0,386.76,Lapsed Loyalist
CUST001519,1,0,514.73,One-Timer
CUST001521,1,0,376.82,One-Timer
CUST001525,1,0,246.15,One-Timer
CUST001527,1,1,492.82000000000005,Other Active
CUST001528,2,0,557.1,Lapsed Loyalist
CUST001531,1,0,340.04,One-Timer
CUST001532,1,1,589.0799999999999,Other Active
CUST001533,1,0,215.57,One-Timer
CUST001534,1,0,230.32,One-Timer
CUST001537,1,0,294.17,One-Timer
CUST001539,1,0,303.18,One-Timer
CUST001540,1,0,547.96,One-Timer
CUST001541,2,0,657.37,Lapsed Loyalist
CUST001544,2,0,913.0699999999999,Lapsed Loyalist
CUST001545,1,0,495.96,One-Timer
CUST001548,1,0,195.02,One-Timer
CUST001549,1,1,970.78,Other Active
CUST001550,1,0,478.37,One-Timer
CUST001551,1,0,218.02,One-Timer
CUST001552,2,0,783.24,Lapsed Loyalist
CUST001553,2,0,704.6,Lapsed Loyalist
CUST001555,2,0,461.66999999999996,Lapsed Loyalist
CUST001556,1,0,510.92,One-Timer
CUST001558,1,1,713.36,Other Active
CUST001559,1,0,270.09,One-Timer
CUST001560,1,0,465.77,One-Timer
CUST001561,1,1,767.34,Other Active
CUST001563,1,1,755.1600000000001,Other Active
CUST001567,1,0,393.4,One-Timer
CUST001571,1,1,798.28,Other Active
CUST001572,2,0,921.6800000000001,Lapsed Loyalist
CUST001574,1,0,549.84,One-Timer
CUST001577,2,0,763.66,Lapsed Loyalist
CUST001587,1,0,626.28,One-Timer
CUST001588,1,0,295.52,One-Timer
CUST001589,1,0,464.52,One-Timer
CUST001593,1,0,262.03,One-Timer
CUST001595,1,0,170.28,One-Timer
CUST001600,1,0,145.93,One-Timer
CUST001602,1,0,368.54,One-Timer
CUST001604,2,0,564.46,Lapsed Loyalist
CUST001607,2,0,522.0,Lapsed Loyalist
CUST001611,2,0,716.2,Lapsed Loyalist
CUST001612,1,0,312.71,One-Timer
CUST001613,1,0,436.96,One-Timer
CUST001615,1,0,196.99,One-Timer
CUST001616,1,0,325.77,One-Timer
CUST001618,1,0,613.19,One-Timer
CUST001619,1,0,313.92,One-Timer
CUST001621,2,0,589.9300000000001,Lapsed Loyalist
CUST001622,1,0,286.28,One-Timer
CUST001624,1,0,464.64,One-Timer
CUST001626,2,0,645.24,Lapsed Loyalist
CUST001627,1,0,414.34,One-Timer
CUST001630,1,1,902.36,Other Active
